col_0;col_1;col_2;Total Total;Total Españoles;Total Extranjeros;Hombres Total;Hombres Españoles;Hombres Extranjeros;Mujeres Total;Mujeres Españoles;Mujeres Extranjeros;Año;Mes
LATINA;Total;;234547.0;;;;;;;;;2016;5
CARABANCHEL;Total;;243531.0;;;;;;;;;2016;5
USERA;Total;;134893.0;;;;;;;;;2016;5
PUENTE DE VALLECAS;Total;;227844.0;;;;;;;;;2016;5
MORATALAZ;Total;;94726.0;;;;;;;;;2016;5
CIUDAD LINEAL;Total;;212941.0;;;;;;;;;2016;5
HORTALEZA;Total;;179536.0;;;;;;;;;2016;5
VILLAVERDE;Total;;142348.0;;;;;;;;;2016;5
VILLA DE VALLECAS;Total;;103232.0;;;;;;;;;2016;5
VICÁLVARO;Total;;70115.0;;;;;;;;;2016;5
SAN BLAS-CANILLEJAS;Total;;154183.0;;;;;;;;;2016;5
BARAJAS;Total;;46716.0;;;;;;;;;2016;5
CENTRO;Total;;132477.0;;;;;;;;;2016;6
ARGANZUELA;Total;;152304.0;;;;;;;;;2016;6
RETIRO;Total;;118982.0;;;;;;;;;2016;6
SALAMANCA;Total;;143844.0;;;;;;;;;2016;6
CHAMARTÍN;Total;;143206.0;;;;;;;;;2016;6
TETUÁN;Total;;154029.0;;;;;;;;;2016;6
CHAMBERÍ;Total;;137717.0;;;;;;;;;2016;6
FUENCARRAL - EL PARDO;Total;;238005.0;;;;;;;;;2016;6
MONCLOA - ARAVACA;Total;;117134.0;;;;;;;;;2016;6
LATINA;Total;;234961.0;;;;;;;;;2016;6
CARABANCHEL;Total;;244112.0;;;;;;;;;2016;6
USERA;Total;;135202.0;;;;;;;;;2016;6
PUENTE DE VALLECAS;Total;;228156.0;;;;;;;;;2016;6
MORATALAZ;Total;;94736.0;;;;;;;;;2016;6
CIUDAD LINEAL;Total;;213319.0;;;;;;;;;2016;6
HORTALEZA;Total;;179805.0;;;;;;;;;2016;6
VILLAVERDE;Total;;142716.0;;;;;;;;;2016;6
VILLA DE VALLECAS;Total;;103640.0;;;;;;;;;2016;6
VICÁLVARO;Total;;70163.0;;;;;;;;;2016;6
SAN BLAS-CANILLEJAS;Total;;154385.0;;;;;;;;;2016;6
BARAJAS;Total;;46798.0;;;;;;;;;2016;6
CENTRO;Total;;131864.0;;;;;;;;;2016;7
ARGANZUELA;Total;;152111.0;;;;;;;;;2016;7
RETIRO;Total;;118793.0;;;;;;;;;2016;7
SALAMANCA;Total;;143432.0;;;;;;;;;2016;7
CHAMARTÍN;Total;;142981.0;;;;;;;;;2016;7
TETUÁN;Total;;153682.0;;;;;;;;;2016;7
CHAMBERÍ;Total;;137509.0;;;;;;;;;2016;7
FUENCARRAL - EL PARDO;Total;;237973.0;;;;;;;;;2016;7
MONCLOA - ARAVACA;Total;;116928.0;;;;;;;;;2016;7
LATINA;Total;;234509.0;;;;;;;;;2016;7
CARABANCHEL;Total;;243586.0;;;;;;;;;2016;7
USERA;Total;;134814.0;;;;;;;;;2016;7
PUENTE DE VALLECAS;Total;;227679.0;;;;;;;;;2016;7
MORATALAZ;Total;;94573.0;;;;;;;;;2016;7
CIUDAD LINEAL;Total;;213027.0;;;;;;;;;2016;7
HORTALEZA;Total;;179675.0;;;;;;;;;2016;7
VILLAVERDE;Total;;142304.0;;;;;;;;;2016;7
VILLA DE VALLECAS;Total;;103572.0;;;;;;;;;2016;7
VICÁLVARO;Total;;70104.0;;;;;;;;;2016;7
SAN BLAS-CANILLEJAS;Total;;154206.0;;;;;;;;;2016;7
BARAJAS;Total;;46771.0;;;;;;;;;2016;7
CENTRO;Total;;132300.0;;;;;;;;;2016;8
ARGANZUELA;Total;;152225.0;;;;;;;;;2016;8
RETIRO;Total;;118808.0;;;;;;;;;2016;8
SALAMANCA;Total;;143684.0;;;;;;;;;2016;8
CHAMARTÍN;Total;;143280.0;;;;;;;;;2016;8
TETUÁN;Total;;153958.0;;;;;;;;;2016;8
CHAMBERÍ;Total;;137630.0;;;;;;;;;2016;8
FUENCARRAL - EL PARDO;Total;;238368.0;;;;;;;;;2016;8
MONCLOA - ARAVACA;Total;;117036.0;;;;;;;;;2016;8
LATINA;Total;;234774.0;;;;;;;;;2016;8
CARABANCHEL;Total;;243904.0;;;;;;;;;2016;8
USERA;Total;;135021.0;;;;;;;;;2016;8
PUENTE DE VALLECAS;Total;;228047.0;;;;;;;;;2016;8
MORATALAZ;Total;;94641.0;;;;;;;;;2016;8
CIUDAD LINEAL;Total;;213256.0;;;;;;;;;2016;8
HORTALEZA;Total;;180054.0;;;;;;;;;2016;8
VILLAVERDE;Total;;142569.0;;;;;;;;;2016;8
VILLA DE VALLECAS;Total;;103828.0;;;;;;;;;2016;8
VICÁLVARO;Total;;70170.0;;;;;;;;;2016;8
SAN BLAS-CANILLEJAS;Total;;154360.0;;;;;;;;;2016;8
BARAJAS;Total;;46860.0;;;;;;;;;2016;8
CENTRO;Total;;131802.0;;;;;;;;;2016;9
ARGANZUELA;Total;;151815.0;;;;;;;;;2016;9
RETIRO;Total;;118660.0;;;;;;;;;2016;9
SALAMANCA;Total;;143586.0;;;;;;;;;2016;9
CHAMARTÍN;Total;;143230.0;;;;;;;;;2016;9
TETUÁN;Total;;153352.0;;;;;;;;;2016;9
CHAMBERÍ;Total;;137388.0;;;;;;;;;2016;9
FUENCARRAL - EL PARDO;Total;;238410.0;;;;;;;;;2016;9
MONCLOA - ARAVACA;Total;;116849.0;;;;;;;;;2016;9
LATINA;Total;;234067.0;;;;;;;;;2016;9
CARABANCHEL;Total;;243158.0;;;;;;;;;2016;9
USERA;Total;;134506.0;;;;;;;;;2016;9
PUENTE DE VALLECAS;Total;;227532.0;;;;;;;;;2016;9
MORATALAZ;Total;;94403.0;;;;;;;;;2016;9
CIUDAD LINEAL;Total;;212783.0;;;;;;;;;2016;9
HORTALEZA;Total;;179913.0;;;;;;;;;2016;9
VILLAVERDE;Total;;142334.0;;;;;;;;;2016;9
VILLA DE VALLECAS;Total;;103916.0;;;;;;;;;2016;9
VICÁLVARO;Total;;69975.0;;;;;;;;;2016;9
SAN BLAS-CANILLEJAS;Total;;154310.0;;;;;;;;;2016;9
BARAJAS;Total;;46850.0;;;;;;;;;2016;9
CENTRO;Total;;132311.0;;;;;;;;;2016;10
ARGANZUELA;Total;;152120.0;;;;;;;;;2016;10
RETIRO;Total;;118834.0;;;;;;;;;2016;10
SALAMANCA;Total;;144084.0;;;;;;;;;2016;10
CHAMARTÍN;Total;;143575.0;;;;;;;;;2016;10
TETUÁN;Total;;153689.0;;;;;;;;;2016;10
CHAMBERÍ;Total;;137602.0;;;;;;;;;2016;10
FUENCARRAL - EL PARDO;Total;;238722.0;;;;;;;;;2016;10
MONCLOA - ARAVACA;Total;;117220.0;;;;;;;;;2016;10
LATINA;Total;;234421.0;;;;;;;;;2016;10
CARABANCHEL;Total;;243864.0;;;;;;;;;2016;10
USERA;Total;;134899.0;;;;;;;;;2016;10
PUENTE DE VALLECAS;Total;;227954.0;;;;;;;;;2016;10
MORATALAZ;Total;;94475.0;;;;;;;;;2016;10
CIUDAD LINEAL;Total;;212970.0;;;;;;;;;2016;10
HORTALEZA;Total;;180386.0;;;;;;;;;2016;10
VILLAVERDE;Total;;142674.0;;;;;;;;;2016;10
VILLA DE VALLECAS;Total;;104210.0;;;;;;;;;2016;10
VICÁLVARO;Total;;70076.0;;;;;;;;;2016;10
SAN BLAS-CANILLEJAS;Total;;154541.0;;;;;;;;;2016;10
BARAJAS;Total;;46934.0;;;;;;;;;2016;10
CENTRO;Total;;132651.0;;;;;;;;;2016;11
ARGANZUELA;Total;;152449.0;;;;;;;;;2016;11
RETIRO;Total;;118999.0;;;;;;;;;2016;11
SALAMANCA;Total;;144390.0;;;;;;;;;2016;11
CHAMARTÍN;Total;;143838.0;;;;;;;;;2016;11
TETUÁN;Total;;154268.0;;;;;;;;;2016;11
CHAMBERÍ;Total;;137956.0;;;;;;;;;2016;11
FUENCARRAL - EL PARDO;Total;;239266.0;;;;;;;;;2016;11
MONCLOA - ARAVACA;Total;;117485.0;;;;;;;;;2016;11
LATINA;Total;;234766.0;;;;;;;;;2016;11
CARABANCHEL;Total;;244781.0;;;;;;;;;2016;11
USERA;Total;;135349.0;;;;;;;;;2016;11
PUENTE DE VALLECAS;Total;;228477.0;;;;;;;;;2016;11
MORATALAZ;Total;;94551.0;;;;;;;;;2016;11
CIUDAD LINEAL;Total;;213364.0;;;;;;;;;2016;11
HORTALEZA;Total;;180795.0;;;;;;;;;2016;11
VILLAVERDE;Total;;143079.0;;;;;;;;;2016;11
VILLA DE VALLECAS;Total;;104510.0;;;;;;;;;2016;11
VICÁLVARO;Total;;70201.0;;;;;;;;;2016;11
SAN BLAS-CANILLEJAS;Total;;154925.0;;;;;;;;;2016;11
BARAJAS;Total;;47034.0;;;;;;;;;2016;11
CENTRO;Total;;132422.0;;;;;;;;;2016;12
ARGANZUELA;Total;;152337.0;;;;;;;;;2016;12
RETIRO;Total;;118844.0;;;;;;;;;2016;12
SALAMANCA;Total;;144249.0;;;;;;;;;2016;12
CHAMARTÍN;Total;;143816.0;;;;;;;;;2016;12
TETUÁN;Total;;154222.0;;;;;;;;;2016;12
CHAMBERÍ;Total;;137943.0;;;;;;;;;2016;12
FUENCARRAL - EL PARDO;Total;;239225.0;;;;;;;;;2016;12
MONCLOA - ARAVACA;Total;;117310.0;;;;;;;;;2016;12
LATINA;Total;;234486.0;;;;;;;;;2016;12
CARABANCHEL;Total;;244709.0;;;;;;;;;2016;12
USERA;Total;;135189.0;;;;;;;;;2016;12
PUENTE DE VALLECAS;Total;;228249.0;;;;;;;;;2016;12
MORATALAZ;Total;;94495.0;;;;;;;;;2016;12
CIUDAD LINEAL;Total;;213133.0;;;;;;;;;2016;12
HORTALEZA;Total;;180879.0;;;;;;;;;2016;12
VILLAVERDE;Total;;143059.0;;;;;;;;;2016;12
VILLA DE VALLECAS;Total;;104565.0;;;;;;;;;2016;12
VICÁLVARO;Total;;70203.0;;;;;;;;;2016;12
SAN BLAS-CANILLEJAS;Total;;154782.0;;;;;;;;;2016;12
BARAJAS;Total;;47000.0;;;;;;;;;2016;12
CENTRO;Total;;132178.0;;;;;;;;;2017;1
ARGANZUELA;Total;;152357.0;;;;;;;;;2017;1
RETIRO;Total;;118848.0;;;;;;;;;2017;1
SALAMANCA;Total;;144197.0;;;;;;;;;2017;1
CHAMARTÍN;Total;;143938.0;;;;;;;;;2017;1
TETUÁN;Total;;154346.0;;;;;;;;;2017;1
CHAMBERÍ;Total;;137869.0;;;;;;;;;2017;1
FUENCARRAL - EL PARDO;Total;;239531.0;;;;;;;;;2017;1
MONCLOA - ARAVACA;Total;;117137.0;;;;;;;;;2017;1
LATINA;Total;;234480.0;;;;;;;;;2017;1
CARABANCHEL;Total;;244976.0;;;;;;;;;2017;1
USERA;Total;;135366.0;;;;;;;;;2017;1
PUENTE DE VALLECAS;Total;;228372.0;;;;;;;;;2017;1
MORATALAZ;Total;;94432.0;;;;;;;;;2017;1
CIUDAD LINEAL;Total;;213168.0;;;;;;;;;2017;1
HORTALEZA;Total;;181234.0;;;;;;;;;2017;1
VILLAVERDE;Total;;143253.0;;;;;;;;;2017;1
VILLA DE VALLECAS;Total;;104780.0;;;;;;;;;2017;1
VICÁLVARO;Total;;70251.0;;;;;;;;;2017;1
SAN BLAS-CANILLEJAS;Total;;155063.0;;;;;;;;;2017;1
BARAJAS;Total;;47030.0;;;;;;;;;2017;1
CENTRO;Total;;132536.0;;;;;;;;;2017;2
ARGANZUELA;Total;;152645.0;;;;;;;;;2017;2
RETIRO;Total;;118911.0;;;;;;;;;2017;2
SALAMANCA;Total;;144451.0;;;;;;;;;2017;2
CHAMARTÍN;Total;;144154.0;;;;;;;;;2017;2
TETUÁN;Total;;154785.0;;;;;;;;;2017;2
CHAMBERÍ;Total;;138016.0;;;;;;;;;2017;2
FUENCARRAL - EL PARDO;Total;;240089.0;;;;;;;;;2017;2
MONCLOA - ARAVACA;Total;;117256.0;;;;;;;;;2017;2
LATINA;Total;;234936.0;;;;;;;;;2017;2
CARABANCHEL;Total;;245506.0;;;;;;;;;2017;2
USERA;Total;;135730.0;;;;;;;;;2017;2
PUENTE DE VALLECAS;Total;;228713.0;;;;;;;;;2017;2
MORATALAZ;Total;;94426.0;;;;;;;;;2017;2
CIUDAD LINEAL;Total;;213481.0;;;;;;;;;2017;2
HORTALEZA;Total;;181476.0;;;;;;;;;2017;2
VILLAVERDE;Total;;143585.0;;;;;;;;;2017;2
VILLA DE VALLECAS;Total;;105033.0;;;;;;;;;2017;2
VICÁLVARO;Total;;70344.0;;;;;;;;;2017;2
SAN BLAS-CANILLEJAS;Total;;155323.0;;;;;;;;;2017;2
BARAJAS;Total;;47136.0;;;;;;;;;2017;2
CENTRO;Total;;131752.0;;;;;;;;;2017;3
ARGANZUELA;Total;;152174.0;;;;;;;;;2017;3
RETIRO;Total;;118599.0;;;;;;;;;2017;3
SALAMANCA;Total;;143955.0;;;;;;;;;2017;3
CHAMARTÍN;Total;;143962.0;;;;;;;;;2017;3
TETUÁN;Total;;154394.0;;;;;;;;;2017;3
CHAMBERÍ;Total;;137638.0;;;;;;;;;2017;3
FUENCARRAL - EL PARDO;Total;;240036.0;;;;;;;;;2017;3
MONCLOA - ARAVACA;Total;;117047.0;;;;;;;;;2017;3
LATINA;Total;;234696.0;;;;;;;;;2017;3
CARABANCHEL;Total;;245211.0;;;;;;;;;2017;3
USERA;Total;;135457.0;;;;;;;;;2017;3
PUENTE DE VALLECAS;Total;;228270.0;;;;;;;;;2017;3
MORATALAZ;Total;;94413.0;;;;;;;;;2017;3
CIUDAD LINEAL;Total;;213223.0;;;;;;;;;2017;3
HORTALEZA;Total;;181312.0;;;;;;;;;2017;3
VILLAVERDE;Total;;143471.0;;;;;;;;;2017;3
VILLA DE VALLECAS;Total;;105099.0;;;;;;;;;2017;3
VICÁLVARO;Total;;70354.0;;;;;;;;;2017;3
SAN BLAS-CANILLEJAS;Total;;155249.0;;;;;;;;;2017;3
BARAJAS;Total;;47184.0;;;;;;;;;2017;3
CENTRO;Total;;131566.0;;;;;;;;;2017;4
ARGANZUELA;Total;;152195.0;;;;;;;;;2017;4
RETIRO;Total;;118618.0;;;;;;;;;2017;4
SALAMANCA;Total;;143920.0;;;;;;;;;2017;4
CHAMARTÍN;Total;;144043.0;;;;;;;;;2017;4
TETUÁN;Total;;154345.0;;;;;;;;;2017;4
CHAMBERÍ;Total;;137640.0;;;;;;;;;2017;4
FUENCARRAL - EL PARDO;Total;;240569.0;;;;;;;;;2017;4
MONCLOA - ARAVACA;Total;;117073.0;;;;;;;;;2017;4
LATINA;Total;;234679.0;;;;;;;;;2017;4
CARABANCHEL;Total;;245361.0;;;;;;;;;2017;4
USERA;Total;;135658.0;;;;;;;;;2017;4
PUENTE DE VALLECAS;Total;;228274.0;;;;;;;;;2017;4
MORATALAZ;Total;;94380.0;;;;;;;;;2017;4
CIUDAD LINEAL;Total;;213416.0;;;;;;;;;2017;4
HORTALEZA;Total;;181645.0;;;;;;;;;2017;4
VILLAVERDE;Total;;143682.0;;;;;;;;;2017;4
VILLA DE VALLECAS;Total;;105518.0;;;;;;;;;2017;4
VICÁLVARO;Total;;70451.0;;;;;;;;;2017;4
SAN BLAS-CANILLEJAS;Total;;155366.0;;;;;;;;;2017;4
BARAJAS;Total;;47305.0;;;;;;;;;2017;4
CENTRO;Total;;131745.0;;;;;;;;;2017;5
ARGANZUELA;Total;;152438.0;;;;;;;;;2017;5
RETIRO;Total;;118691.0;;;;;;;;;2017;5
SALAMANCA;Total;;144147.0;;;;;;;;;2017;5
CHAMARTÍN;Total;;144276.0;;;;;;;;;2017;5
TETUÁN;Total;;154838.0;;;;;;;;;2017;5
CHAMBERÍ;Total;;137820.0;;;;;;;;;2017;5
FUENCARRAL - EL PARDO;Total;;240994.0;;;;;;;;;2017;5
MONCLOA - ARAVACA;Total;;117213.0;;;;;;;;;2017;5
LATINA;Total;;234994.0;;;;;;;;;2017;5
CARABANCHEL;Total;;246175.0;;;;;;;;;2017;5
USERA;Total;;136021.0;;;;;;;;;2017;5
PUENTE DE VALLECAS;Total;;228916.0;;;;;;;;;2017;5
MORATALAZ;Total;;94419.0;;;;;;;;;2017;5
CIUDAD LINEAL;Total;;213921.0;;;;;;;;;2017;5
HORTALEZA;Total;;182176.0;;;;;;;;;2017;5
VILLAVERDE;Total;;144166.0;;;;;;;;;2017;5
VILLA DE VALLECAS;Total;;105996.0;;;;;;;;;2017;5
VICÁLVARO;Total;;70649.0;;;;;;;;;2017;5
SAN BLAS-CANILLEJAS;Total;;155624.0;;;;;;;;;2017;5
BARAJAS;Total;;47461.0;;;;;;;;;2017;5
CENTRO;Total;;131898.0;;;;;;;;;2017;6
ARGANZUELA;Total;;152588.0;;;;;;;;;2017;6
RETIRO;Total;;118757.0;;;;;;;;;2017;6
SALAMANCA;Total;;144424.0;;;;;;;;;2017;6
CHAMARTÍN;Total;;144466.0;;;;;;;;;2017;6
TETUÁN;Total;;155181.0;;;;;;;;;2017;6
CHAMBERÍ;Total;;137958.0;;;;;;;;;2017;6
FUENCARRAL - EL PARDO;Total;;241384.0;;;;;;;;;2017;6
MONCLOA - ARAVACA;Total;;117362.0;;;;;;;;;2017;6
LATINA;Total;;235277.0;;;;;;;;;2017;6
CARABANCHEL;Total;;246800.0;;;;;;;;;2017;6
USERA;Total;;136287.0;;;;;;;;;2017;6
PUENTE DE VALLECAS;Total;;229366.0;;;;;;;;;2017;6
MORATALAZ;Total;;94468.0;;;;;;;;;2017;6
CIUDAD LINEAL;Total;;214273.0;;;;;;;;;2017;6
HORTALEZA;Total;;182358.0;;;;;;;;;2017;6
VILLAVERDE;Total;;144529.0;;;;;;;;;2017;6
VILLA DE VALLECAS;Total;;106331.0;;;;;;;;;2017;6
VICÁLVARO;Total;;70711.0;;;;;;;;;2017;6
SAN BLAS-CANILLEJAS;Total;;155842.0;;;;;;;;;2017;6
BARAJAS;Total;;47586.0;;;;;;;;;2017;6
CENTRO;Total;;131497.0;;;;;;;;;2017;7
ARGANZUELA;Total;;152540.0;;;;;;;;;2017;7
RETIRO;Total;;118643.0;;;;;;;;;2017;7
SALAMANCA;Total;;143931.0;;;;;;;;;2017;7
CHAMARTÍN;Total;;144322.0;;;;;;;;;2017;7
TETUÁN;Total;;154913.0;;;;;;;;;2017;7
CHAMBERÍ;Total;;137779.0;;;;;;;;;2017;7
FUENCARRAL - EL PARDO;Total;;241528.0;;;;;;;;;2017;7
MONCLOA - ARAVACA;Total;;117236.0;;;;;;;;;2017;7
LATINA;Total;;235095.0;;;;;;;;;2017;7
CARABANCHEL;Total;;246516.0;;;;;;;;;2017;7
USERA;Total;;136134.0;;;;;;;;;2017;7
PUENTE DE VALLECAS;Total;;229066.0;;;;;;;;;2017;7
MORATALAZ;Total;;94436.0;;;;;;;;;2017;7
CIUDAD LINEAL;Total;;214257.0;;;;;;;;;2017;7
HORTALEZA;Total;;182437.0;;;;;;;;;2017;7
VILLAVERDE;Total;;144495.0;;;;;;;;;2017;7
VILLA DE VALLECAS;Total;;106544.0;;;;;;;;;2017;7
VICÁLVARO;Total;;70711.0;;;;;;;;;2017;7
SAN BLAS-CANILLEJAS;Total;;155720.0;;;;;;;;;2017;7
BARAJAS;Total;;47590.0;;;;;;;;;2017;7
CENTRO;Total;;131467.0;;;;;;;;;2017;8
ARGANZUELA;Total;;152491.0;;;;;;;;;2017;8
RETIRO;Total;;118774.0;;;;;;;;;2017;8
SALAMANCA;Total;;144184.0;;;;;;;;;2017;8
CHAMARTÍN;Total;;144510.0;;;;;;;;;2017;8
TETUÁN;Total;;155135.0;;;;;;;;;2017;8
CHAMBERÍ;Total;;137950.0;;;;;;;;;2017;8
FUENCARRAL - EL PARDO;Total;;241854.0;;;;;;;;;2017;8
MONCLOA - ARAVACA;Total;;117357.0;;;;;;;;;2017;8
LATINA;Total;;235208.0;;;;;;;;;2017;8
CARABANCHEL;Total;;246992.0;;;;;;;;;2017;8
USERA;Total;;136361.0;;;;;;;;;2017;8
PUENTE DE VALLECAS;Total;;229431.0;;;;;;;;;2017;8
MORATALAZ;Total;;94530.0;;;;;;;;;2017;8
CIUDAD LINEAL;Total;;214479.0;;;;;;;;;2017;8
HORTALEZA;Total;;182778.0;;;;;;;;;2017;8
VILLAVERDE;Total;;144855.0;;;;;;;;;2017;8
VILLA DE VALLECAS;Total;;106854.0;;;;;;;;;2017;8
VICÁLVARO;Total;;70820.0;;;;;;;;;2017;8
SAN BLAS-CANILLEJAS;Total;;155840.0;;;;;;;;;2017;8
BARAJAS;Total;;47624.0;;;;;;;;;2017;8
CENTRO;Total;;132035.0;;;;;;;;;2017;9
ARGANZUELA;Total;;152732.0;;;;;;;;;2017;9
RETIRO;Total;;118965.0;;;;;;;;;2017;9
SALAMANCA;Total;;144751.0;;;;;;;;;2017;9
CHAMARTÍN;Total;;144950.0;;;;;;;;;2017;9
TETUÁN;Total;;155566.0;;;;;;;;;2017;9
CHAMBERÍ;Total;;138250.0;;;;;;;;;2017;9
FUENCARRAL - EL PARDO;Total;;242455.0;;;;;;;;;2017;9
MONCLOA - ARAVACA;Total;;117667.0;;;;;;;;;2017;9
LATINA;Total;;235682.0;;;;;;;;;2017;9
CARABANCHEL;Total;;247557.0;;;;;;;;;2017;9
USERA;Total;;136831.0;;;;;;;;;2017;9
PUENTE DE VALLECAS;Total;;230101.0;;;;;;;;;2017;9
MORATALAZ;Total;;94646.0;;;;;;;;;2017;9
CIUDAD LINEAL;Total;;214758.0;;;;;;;;;2017;9
HORTALEZA;Total;;183276.0;;;;;;;;;2017;9
VILLAVERDE;Total;;145357.0;;;;;;;;;2017;9
VILLA DE VALLECAS;Total;;107186.0;;;;;;;;;2017;9
VICÁLVARO;Total;;70956.0;;;;;;;;;2017;9
SAN BLAS-CANILLEJAS;Total;;156251.0;;;;;;;;;2017;9
BARAJAS;Total;;47760.0;;;;;;;;;2017;9
CENTRO;Total;;132744.0;;;;;;;;;2017;10
ARGANZUELA;Total;;153160.0;;;;;;;;;2017;10
RETIRO;Total;;119209.0;;;;;;;;;2017;10
SALAMANCA;Total;;145421.0;;;;;;;;;2017;10
CHAMARTÍN;Total;;145241.0;;;;;;;;;2017;10
TETUÁN;Total;;156235.0;;;;;;;;;2017;10
CHAMBERÍ;Total;;138697.0;;;;;;;;;2017;10
FUENCARRAL - EL PARDO;Total;;243157.0;;;;;;;;;2017;10
MONCLOA - ARAVACA;Total;;118055.0;;;;;;;;;2017;10
LATINA;Total;;236119.0;;;;;;;;;2017;10
CARABANCHEL;Total;;248398.0;;;;;;;;;2017;10
USERA;Total;;137158.0;;;;;;;;;2017;10
PUENTE DE VALLECAS;Total;;230837.0;;;;;;;;;2017;10
MORATALAZ;Total;;94634.0;;;;;;;;;2017;10
CIUDAD LINEAL;Total;;215259.0;;;;;;;;;2017;10
HORTALEZA;Total;;183663.0;;;;;;;;;2017;10
VILLAVERDE;Total;;145791.0;;;;;;;;;2017;10
VILLA DE VALLECAS;Total;;107554.0;;;;;;;;;2017;10
VICÁLVARO;Total;;71109.0;;;;;;;;;2017;10
SAN BLAS-CANILLEJAS;Total;;156569.0;;;;;;;;;2017;10
BARAJAS;Total;;47760.0;;;;;;;;;2017;10
CENTRO;Total;;132619.0;;;;;;;;;2017;11
ARGANZUELA;Total;;153040.0;;;;;;;;;2017;11
RETIRO;Total;;119198.0;;;;;;;;;2017;11
SALAMANCA;Total;;145564.0;;;;;;;;;2017;11
CHAMARTÍN;Total;;145209.0;;;;;;;;;2017;11
TETUÁN;Total;;156215.0;;;;;;;;;2017;11
CHAMBERÍ;Total;;138668.0;;;;;;;;;2017;11
FUENCARRAL - EL PARDO;Total;;243261.0;;;;;;;;;2017;11
MONCLOA - ARAVACA;Total;;118194.0;;;;;;;;;2017;11
LATINA;Total;;236049.0;;;;;;;;;2017;11
CARABANCHEL;Total;;248431.0;;;;;;;;;2017;11
USERA;Total;;137074.0;;;;;;;;;2017;11
PUENTE DE VALLECAS;Total;;230804.0;;;;;;;;;2017;11
MORATALAZ;Total;;94561.0;;;;;;;;;2017;11
CIUDAD LINEAL;Total;;214973.0;;;;;;;;;2017;11
HORTALEZA;Total;;183876.0;;;;;;;;;2017;11
VILLAVERDE;Total;;145792.0;;;;;;;;;2017;11
VILLA DE VALLECAS;Total;;107615.0;;;;;;;;;2017;11
VICÁLVARO;Total;;71097.0;;;;;;;;;2017;11
SAN BLAS-CANILLEJAS;Total;;156407.0;;;;;;;;;2017;11
BARAJAS;Total;;47861.0;;;;;;;;;2017;11
CENTRO;Total;;132781.0;;;;;;;;;2017;12
ARGANZUELA;Total;;153347.0;;;;;;;;;2017;12
RETIRO;Total;;119349.0;;;;;;;;;2017;12
SALAMANCA;Total;;145692.0;;;;;;;;;2017;12
CHAMARTÍN;Total;;145344.0;;;;;;;;;2017;12
TETUÁN;Total;;156470.0;;;;;;;;;2017;12
CHAMBERÍ;Total;;138842.0;;;;;;;;;2017;12
FUENCARRAL - EL PARDO;Total;;243552.0;;;;;;;;;2017;12
MONCLOA - ARAVACA;Total;;118223.0;;;;;;;;;2017;12
LATINA;Total;;236452.0;;;;;;;;;2017;12
CARABANCHEL;Total;;248941.0;;;;;;;;;2017;12
USERA;Total;;137412.0;;;;;;;;;2017;12
PUENTE DE VALLECAS;Total;;231175.0;;;;;;;;;2017;12
MORATALAZ;Total;;94521.0;;;;;;;;;2017;12
CIUDAD LINEAL;Total;;215100.0;;;;;;;;;2017;12
HORTALEZA;Total;;184334.0;;;;;;;;;2017;12
VILLAVERDE;Total;;145993.0;;;;;;;;;2017;12
VILLA DE VALLECAS;Total;;107860.0;;;;;;;;;2017;12
VICÁLVARO;Total;;71120.0;;;;;;;;;2017;12
SAN BLAS-CANILLEJAS;Total;;156635.0;;;;;;;;;2017;12
BARAJAS;Total;;47919.0;;;;;;;;;2017;12
CENTRO;Total;;132808.0;;;;;;;;;2018;1
ARGANZUELA;Total;;153438.0;;;;;;;;;2018;1
RETIRO;Total;;119514.0;;;;;;;;;2018;1
SALAMANCA;Total;;145815.0;;;;;;;;;2018;1
CHAMARTÍN;Total;;145564.0;;;;;;;;;2018;1
TETUÁN;Total;;156665.0;;;;;;;;;2018;1
CHAMBERÍ;Total;;139056.0;;;;;;;;;2018;1
FUENCARRAL - EL PARDO;Total;;244130.0;;;;;;;;;2018;1
MONCLOA - ARAVACA;Total;;118431.0;;;;;;;;;2018;1
LATINA;Total;;236916.0;;;;;;;;;2018;1
CARABANCHEL;Total;;249478.0;;;;;;;;;2018;1
USERA;Total;;137611.0;;;;;;;;;2018;1
PUENTE DE VALLECAS;Total;;231524.0;;;;;;;;;2018;1
MORATALAZ;Total;;94570.0;;;;;;;;;2018;1
CIUDAD LINEAL;Total;;215392.0;;;;;;;;;2018;1
HORTALEZA;Total;;184856.0;;;;;;;;;2018;1
VILLAVERDE;Total;;146218.0;;;;;;;;;2018;1
VILLA DE VALLECAS;Total;;108127.0;;;;;;;;;2018;1
VICÁLVARO;Total;;71230.0;;;;;;;;;2018;1
SAN BLAS-CANILLEJAS;Total;;156983.0;;;;;;;;;2018;1
BARAJAS;Total;;48078.0;;;;;;;;;2018;1
CENTRO;Total;;132888.0;;;;;;;;;2018;2
ARGANZUELA;Total;;153531.0;;;;;;;;;2018;2
RETIRO;Total;;119516.0;;;;;;;;;2018;2
SALAMANCA;Total;;145893.0;;;;;;;;;2018;2
CHAMARTÍN;Total;;145564.0;;;;;;;;;2018;2
TETUÁN;Total;;156869.0;;;;;;;;;2018;2
CHAMBERÍ;Total;;139112.0;;;;;;;;;2018;2
FUENCARRAL - EL PARDO;Total;;244467.0;;;;;;;;;2018;2
